ALDH1A1	00001	NP_000680.2	ALDH1A1	00001	NP_000680.2	in vivo;yeast 2-hybrid	12081471,16189514
RBBP9	04217	NP_006597.2	RB1	01574	NP_000312.2	in vivo;yeast 2-hybrid	9697699
RBBP7	04231	NP_002884.1	RB1	01574	NP_000312.2	in vitro;in vivo	7503932
RBBP4	04232	NP_005601.1	RB1	01574	NP_000312.2	in vitro;in vivo	7503932
E4F1	04317	NP_004415.2	RB1	01574	NP_000312.2	in vitro;in vivo;yeast 2-hybrid	10869426
SNW1	04340	NP_036377.1	RB1	01574	NP_000312.2	in vitro	12466551
CBX4	04357	NP_003646.2	RB1	01574	NP_000312.2	in vivo	11583618
SMARCA4	04459	NP_001122321.1	RB1	01574	NP_000312.2	in vivo;yeast 2-hybrid	7923370
GRIN2B	00697	NP_000825.2	ACTN2	00019	NP_001094.1	in vivo	9009191
ATN1	06311	NP_001931.2	EFCAB4B	10079	NP_001138430.1	yeast 2-hybrid	16713569
PRKRA	04573	NP_003681.1	RB1	01574	NP_000312.2	in vitro;in vivo	9010216
USP4	04598	NP_003354.2	RB1	01574	NP_000312.2	in vivo	11571652,11571651
CCNT2	04839	NP_490595.1	RB1	01574	NP_000312.2	in vitro;in vivo	12037672
CCNA1	04946	NP_003905.1	RB1	01574	NP_000312.2	in vitro;in vivo	10022926
RBBP8	04990	AAH30590.1	RB1	01574	NP_000312.2	yeast 2-hybrid	9721205
TRIP11	05143	NP_004230.2	RB1	01574	NP_000312.2	in vitro;in vivo;yeast 2-hybrid	9256431
ENC1	05529	NP_003624.1	RB1	01574	NP_000312.2	in vitro;in vivo	9566959
PIK3R3	05831	NP_003620.3	RB1	01574	NP_000312.2	in vitro;in vivo	12588990
TRAP1	05868	NP_057376.2	RB1	01574	NP_000312.2	in vitro;in vivo;yeast 2-hybrid	8756626,9312071
FRK	05954	NP_002022.1	RB1	01574	NP_000312.2	in vitro;in vivo	7664264
TRAF1	03418	NP_005649.1	TNFRSF17	00144	NP_001183.2	in vivo	10903733
SPIB	06007	Q01892	RB1	01574	NP_000312.2	in vitro	10196196
NDC80	06277	NP_006092.1	RB1	01574	NP_000312.2	yeast 2-hybrid	10409732
EID1	06907	NP_055150.1	RB1	01574	NP_000312.2	in vivo	11073989,11073990
HSPA8	07205	NP_006588.1	RB1	01574	NP_000312.2	in vitro;in vivo	7673249
RNF40	07411	NP_055586.1	RB1	01574	NP_000312.2	in vitro;in vivo	10944455
KDM5A	08915	NP_001036068.1	RB1	01574	NP_000312.2	in vitro	7935440
THOC1	09498	NP_005122.2	RB1	01574	NP_000312.2	in vitro;in vivo;yeast 2-hybrid	7525595
MORF4L1	09532	NP_996670.1	RB1	01574	NP_000312.2	in vitro;in vivo;yeast 2-hybrid	12397079,11500496
ARID3B	09806	NP_006456.1	RB1	01574	NP_000312.2	in vitro	10446990
CREG1	09897	NP_003842.1	RB1	01574	NP_000312.2	in vitro	9710587
TRAF2	03538	NP_066961.2	TNFRSF17	00144	NP_001183.2	in vivo	10903733
PELP1	10144	NP_055204.2	RB1	01574	NP_000312.2	in vitro;in vivo	12682072
AATF	12236	NP_036270.1	RB1	01574	NP_000312.2	in vitro;in vivo;yeast 2-hybrid	10783144,12450794
HBP1	13634	NP_036389.2	RB1	01574	NP_000312.2	in vitro;in vivo;yeast 2-hybrid	9178770
LIN9	13990	NP_775106.2	RB1	01574	NP_000312.2	in vitro;in vivo	15538385
RBAK	16296	NP_066986.1	RB1	01574	NP_000312.2	in vitro;yeast 2-hybrid	10702291
MTMR11	16748	NP_870988.2	SMAD9	04484	BAA21128.1	yeast 2-hybrid	15231748
SMG1	06123	NP_055907.3	SMAD9	04484	BAA21128.1	yeast 2-hybrid	15231748
HDAC1	03143	NP_004955.2	ARID4A	01575	NP_002883.3	in vivo	10490602
HDAC2	05521	NP_001518.2	ARID4A	01575	NP_002883.3	in vivo	10490602
EID1	06907	NP_055150.1	ARID4A	01575	NP_002883.3	in vitro;in vivo	9660940
TRAF3	03539	NP_663777.1	TNFRSF17	00144	NP_001183.2	in vivo	10903733
HDAC3	08950	NP_003874.2	ARID4A	01575	NP_002883.3	in vivo	10490602
SUV39H1	02221	NP_003164.1	RBL2	01576	NP_005602.3	in vivo	12588981
TAF1	02436	NP_004597.2	RBL2	01576	NP_005602.3	in vitro;in vivo	9242374
E2F4	02806	NP_001941.2	RBL2	01576	NP_005602.3	in vivo	11573202,17159899
UBTF	02814	NP_055048.1	RBL2	01576	NP_005602.3	in vivo	11042686
E2F5	02983	NP_001942.2	RBL2	01576	NP_005602.3	in vivo	11756542
HDAC1	03143	NP_004955.2	RBL2	01576	NP_005602.3	in vitro;in vivo	9724731,10969803
RBBP9	04217	NP_006597.2	RBL2	01576	NP_005602.3	in vivo	9697699
SNW1	04340	NP_036377.1	RBL2	01576	NP_005602.3	in vitro	12466551
RBBP8	04990	AAH30590.1	RBL2	01576	NP_005602.3	in vivo;yeast 2-hybrid	9721205,10449734
TNFSF13B	04914	NP_006564.1	TNFRSF17	00144	NP_001183.2	in vitro;in vivo	10908663,10801128,10973284
BRF2	06115	NP_060780.2	RBL2	01576	NP_005602.3	in vivo	10330166
CREG1	09897	NP_003842.1	RBL2	01576	NP_005602.3	in vitro	9710587
HBP1	13634	NP_036389.2	RBL2	01576	NP_005602.3	yeast 2-hybrid	9178770
SP1	01796	NP_612482.2	RXRA	01577	NP_002948.1	in vitro;in vivo	10361124,10393239
TBP	02511	NP_003185.1	RXRA	01577	NP_002948.1	in vitro;in vivo;yeast 2-hybrid	7667283
NR1H2	02660	NP_009052.3	RXRA	01577	NP_002948.1	in vitro;in vivo;yeast 2-hybrid	7760852,15604093
SRF	02788	NP_003122.1	RXRA	01577	NP_002948.1	in vitro;yeast 2-hybrid	11641790
NCOR2	02910	NP_006303.3	RXRA	01577	NP_002948.1	in vitro;in vivo;yeast 2-hybrid	12665583,15604093
TDG	03251	NP_003202.3	RXRA	01577	NP_002948.1	in vitro;in vivo	12874288
TNFSF13	05128	NP_003799.1	TNFRSF17	00144	NP_001183.2	in vitro	10973284
PPARG	03288	NP_056953.2	RXRA	01577	NP_002948.1	in vitro;yeast 2-hybrid	7838715,10854698,10882139,12966085,16504037
PSMC5	03400	NP_002796.4	RXRA	01577	NP_002948.1	in vivo;yeast 2-hybrid	7870181
VDR	03463	NP_000367.1	RXRA	01577	NP_002948.1	in vitro;in vivo;yeast 2-hybrid	12796488,15604093
NR4A2	03493	NP_006177.1	RXRA	01577	NP_002948.1	in vitro;in vivo;yeast 2-hybrid	7758108,7705655,15604093
NCOA3	03570	NP_858045.1	RXRA	01577	NP_002948.1	in vitro;in vivo	9267036
NCOA4	03584	NP_001138732.1	RXRA	01577	NP_002948.1	in vitro;in vivo	10347167
NRIP1	03927	NP_003480.2	RXRA	01577	NP_002948.1	in vitro	8887632
MAPK7	03952	NP_620603.2	RXRA	01577	NP_002948.1	in vitro;in vivo	12048211
NCOA1	04070	NP_003734.3	RXRA	01577	NP_002948.1	in vitro;yeast 2-hybrid	7481822,12612084
BRD8	04166	NP_631938.1	RXRA	01577	NP_002948.1	in vitro;yeast 2-hybrid	10517671
ATN1	06311	NP_001931.2	CHRD	04592	NP_003732.2	yeast 2-hybrid	16713569
TADA3	04252	NP_006345.1	RXRA	01577	NP_002948.1	in vitro;in vivo	12235159
NR1I2	04346	NP_071285.1	RXRA	01577	NP_002948.1	in vitro;yeast 2-hybrid	9727070,9489701,15604093
TRIM24	04556	NP_056989.2	RXRA	01577	NP_002948.1	in vitro;in vivo	11851396,9115274,9632676
NR1I3	04858	NP_001070950.1	RXRA	01577	NP_002948.1	in vitro	8114692
MED1	05055	NP_004765.2	RXRA	01577	NP_002948.1	in vitro;in vivo	9653119
ZNHIT3	05139	NP_004764.1	RXRA	01577	NP_002948.1	yeast 2-hybrid	7776974
TRIP4	05140	NP_057297.2	RXRA	01577	NP_002948.1	yeast 2-hybrid	7776974
JMJD1C	05141	NP_116165.1	RXRA	01577	NP_002948.1	yeast 2-hybrid	7776974
TRIP10	05142	NP_004231.1	RXRA	01577	NP_002948.1	yeast 2-hybrid	7776974
ATN1	06311	NP_001931.2	CBFA2T2	04721	NP_005084.1	yeast 2-hybrid	16713569
COPS2	05146	NP_001137359.1	RXRA	01577	NP_002948.1	in vitro;yeast 2-hybrid	7776974
PPARGC1A	05155	NP_037393.1	RXRA	01577	NP_002948.1	in vitro;in vivo	11714715
NR0B2	05219	NP_068804.1	RXRA	01577	NP_002948.1	in vitro	10594021
GADD45G	05383	NP_006696.1	RXRA	01577	NP_002948.1	in vitro;yeast 2-hybrid	10872826
NCOA6	05599	NP_054790.2	RXRA	01577	NP_002948.1	in vivo;yeast 2-hybrid	10866662,11158331
MED24	06107	NP_055630.2	RXRA	01577	NP_002948.1	in vitro	9653119
UBE3A	03375	NP_000453.2	SMAD9	04484	BAA21128.1	yeast 2-hybrid	15231748
THRA	07185	NP_003241.2	RXRA	01577	NP_002948.1	in vitro;yeast 2-hybrid	1331778,15604093
NFKBIB	07260	NP_002494.2	RXRA	01577	NP_002948.1	in vitro;yeast 2-hybrid	9452433,7776974
THRB	07521	NP_000452.2	RXRA	01577	NP_002948.1	in vitro;yeast 2-hybrid	7746322,15604093
ADRB1	00181	NP_000675.1	ARRB1	00146	NP_004032.2	in vitro	10862778
PRMT2	09060	NP_996845.1	RXRA	01577	NP_002948.1	in vitro	12039952
NCOA2	09066	NP_006531.1	RXRA	01577	NP_002948.1	in vitro	11981034,10748178,12612084
NPAS2	09137	NP_002509.2	RXRA	01577	NP_002948.1	in vitro;yeast 2-hybrid	11439184
EDF1	09235	NP_003783.1	RXRA	01577	NP_002948.1	in vitro	12040021
ITGB3BP	09267	NP_055103.3	RXRA	01577	NP_002948.1	in vitro;yeast 2-hybrid	10490654
NSD1	09455	NP_071900.2	RXRA	01577	NP_002948.1	in vitro	9628876
DNTTIP2	09994	NP_055412.2	RXRA	01577	NP_002948.1	in vitro	15047147
NRBF2	11401	NP_110386.2	RXRA	01577	NP_002948.1	yeast 2-hybrid	10786636
RNF8	11521	NP_003949.1	RXRA	01577	NP_002948.1	in vitro;in vivo;yeast 2-hybrid	14981089
ZBTB16	11762	NP_005997.2	RXRA	01577	NP_002948.1	in vitro	8622986
ADRBK1	00182	NP_001610.2	ARRB1	00146	NP_004032.2	in vitro	8885248
MECR	12192	NP_057095.2	RXRA	01577	NP_002948.1	yeast 2-hybrid	9795230
TAF11	15980	NP_005634.1	RXRA	01577	NP_002948.1	in vitro	8670810
PSMC3IP	16362	NP_057640.1	RXRA	01577	NP_002948.1	in vitro;yeast 2-hybrid	11739747
NR1H2	02660	NP_009052.3	RXRB	01578	NP_068811.1	in vitro;yeast 2-hybrid	10187832,15604093
NR4A2	03493	NP_006177.1	RXRB	01578	NP_068811.1	in vitro;in vivo;yeast 2-hybrid	7758108,7705655,15604093
NCOA3	03570	NP_858045.1	RXRB	01578	NP_068811.1	in vitro;in vivo	9267036
NCOA1	04070	NP_003734.3	RXRB	01578	NP_068811.1	in vitro;yeast 2-hybrid	7481822
NR1I2	04346	NP_071285.1	RXRB	01578	NP_068811.1	in vitro;yeast 2-hybrid	9727070,15604093
KCNA4	01444	NP_002224.1	ACTN2	00019	NP_001094.1	in vitro;yeast 2-hybrid	11389904
CLTC	00350	NP_004850.1	ARRB1	00146	NP_004032.2	in vitro	9169477
NR2E3	05132	NP_055064.1	RXRB	01578	NP_068811.1	in vitro	10611353
NR0B2	05219	NP_068804.1	RXRB	01578	NP_068811.1	in vitro	10594021
AKAP13	05253	NP_006729.4	RXRB	01578	NP_068811.1	in vitro;in vivo	9627117
RARB	07183	NP_000956.2	RXRB	01578	NP_068811.1	in vitro;yeast 2-hybrid	1331778,15604093
THRA	07185	NP_003241.2	RXRB	01578	NP_068811.1	in vitro	1331778
TAF11	15980	NP_005634.1	RXRB	01578	NP_068811.1	in vivo	8670810
CREBBP	02534	NP_004371.2	RXRG	01579	NP_008848.1	in vitro;in vivo;yeast 2-hybrid	8616895
SRF	02788	NP_003122.1	RXRG	01579	NP_008848.1	in vivo;yeast 2-hybrid	11641790
PPARG	03288	NP_056953.2	RXRG	01579	NP_008848.1	in vivo	12615696
THRB	07521	NP_000452.2	RXRG	01579	NP_008848.1	in vivo;yeast 2-hybrid	9794455,15604093
CSK	00496	NP_004374.1	ARRB1	00146	NP_004032.2	in vitro	10753943
DIAPH3	10884	NP_001035982.1	SMAD9	04484	BAA21128.1	yeast 2-hybrid	15231748
CYP11A1	00326	NP_000772.2	SMAD9	04484	BAA21128.1	yeast 2-hybrid	15231748
NOTCH1	01827	NP_060087.3	RBP3	01581	NP_002891.1	in vivo	11511084
CLPB	11560	NP_110440.1	SMAD9	04484	BAA21128.1	yeast 2-hybrid	15231748
ANK1	01693	NP_001135918.1	RHAG	01582	NP_000315.2	in vitro;yeast 2-hybrid	12719424
CD47	03017	NP_001768.1	RHAG	01582	NP_000315.2	in vivo	8563755,12393442
PRSS1	02039	NP_002760.1	TST	01583	NP_003303.2	in vitro	8340386
MT-ND1	08365	NP_776056.1	TST	01583	NP_003303.2	in vitro	6402020
ZNF83	01935	NP_060770.3	SMAD9	04484	BAA21128.1	yeast 2-hybrid	15231748
GRK1	01585	NP_002920.1	RHO	01584	NP_000530.1	in vitro;in vivo	11498053,11910029,8617805,9099669
CXCR2	00907	NP_001548.1	ARRB1	00146	NP_004032.2	in vivo	11170396
SAG	01625	NP_000532.2	RHO	01584	NP_000530.1	in vitro;in vivo	1917988
GNGT1	01805	NP_068774.1	RHO	01584	NP_000530.1	in vivo	10636894
ARR3	02358	NP_004303.2	RHO	01584	NP_000530.1	in vivo	9852134
GRK6	02925	NP_002073.2	RHO	01584	NP_000530.1	in vitro	8366096
GRK5	02926	NP_005299.1	RHO	01584	NP_000530.1	in vitro	8288567,8144599
PPP2CA	08912	NP_002706.1	RHO	01584	NP_000530.1	in vitro	8617805
GRK1	01585	NP_002920.1	GRK1	01585	NP_002920.1	in vivo	1527025
CAV1	03028	NP_001744.2	GRK1	01585	NP_002920.1	in vitro	10085129
TAL2	01735	NP_005412.1	LMO2	01586	NP_005565.2	in vivo	7957052
TAL1	01753	NP_003180.1	LMO2	01586	NP_005565.2	in vitro;in vivo;yeast 2-hybrid	8078932,7568177,7957052,9209374
FGR	01288	NP_005239.1	ARRB1	00146	NP_004032.2	in vivo	10973280
RLIM	02304	NP_899196.1	LMO2	01586	NP_005565.2	in vitro	10431247,11882901
GATA1	02372	NP_002040.1	LMO2	01586	NP_005565.2	in vitro;in vivo;yeast 2-hybrid	7568177,9209374
ISL1	02650	NP_002193.2	LMO2	01586	NP_005565.2	in vivo	9452425
RBBP8	04990	AAH30590.1	LMO2	01586	NP_005565.2	in vivo	11751867
KDM5A	08915	NP_001036068.1	LMO2	01586	NP_005565.2	in vitro;in vivo;yeast 2-hybrid	9129143
LDB1	09144	NP_001106878.1	LMO2	01586	NP_005565.2	in vitro;in vivo;yeast 2-hybrid	9391090,12727888
ELF2	16856	NP_973728.1	LMO2	01586	NP_005565.2	in vitro;yeast 2-hybrid	9001422
RRM1	01588	NP_001024.1	RRM2	01587	NP_001025.1	in vitro	11781084
TP53	01859	NP_000537.3	RRM2	01587	NP_001025.1	in vivo	12615712
CDH1	01885	BAA88957.1	RRM2	01587	NP_001025.1	in vitro	12655059
OPRD1	01308	NP_000902.3	ARRB1	00146	NP_004032.2	in vivo	11259507
RRM2B	05276	NP_056528.2	RRM1	01588	NP_001024.1	in vivo	14583450,11517226
ABCE1	03132	NP_002931.2	RNASEL	01590	NP_066956.1	in vitro	7539425
MGAT1	01189	NP_002397.2	SMAD9	04484	BAA21128.1	yeast 2-hybrid	15231748
STAU1	03422	NP_059347.2	RPS6	01592	NP_001001.2	in vitro	15121898
PAK2	05428	NP_002568.2	RPS6	01592	NP_001001.2	in vitro	1985906
RPS6KB1	10202	NP_003152.1	RPS6	01592	NP_001001.2	in vitro	11438723,16810323
AP2A1	03016	AAH14214.1	SMAD9	04484	BAA21128.1	yeast 2-hybrid	15231748
UPF2	10405	NP_542166.1	RPS25	01593	NP_001019.1	yeast 2-hybrid	15231747
ASB2	05768	NP_057234.2	SMAD9	04484	BAA21128.1	yeast 2-hybrid	15231748
PTH1R	01347	NP_000307.1	ARRB1	00146	NP_004032.2	in vitro;in vivo;yeast 2-hybrid	12220636
MAN2B1	02007	NP_000519.2	SMAD9	04484	BAA21128.1	yeast 2-hybrid	15231748
UNC45A	18070	NP_061141.2	SMAD9	04484	BAA21128.1	yeast 2-hybrid	15231748
SMAD9	04484	BAA21128.1	LNPEP	01041	NP_005566.2	yeast 2-hybrid	15231748
SMAD9	04484	BAA21128.1	DST	00222	NP_001138241.1	yeast 2-hybrid	15231748
SMAD9	04484	BAA21128.1	RRBP1	11796	NP_004578.2	yeast 2-hybrid	15231748
SMAD9	04484	BAA21128.1	HUWE1	06608	NP_113584.3	yeast 2-hybrid	15231748
SNIP1	06999	NP_078976.2	ZCCHC7	15703	NP_115602.2	yeast 2-hybrid	15231748
UBQLN2	02224	NP_038472.2	RPN1	01598	NP_002941.1	in vitro;in vivo	12200120
RAD23A	07191	NP_005044.1	RPN1	01598	NP_002941.1	in vitro;in vivo	12200120
SNIP1	06999	NP_078976.2	TOPORS	11642	NP_005793.2	yeast 2-hybrid	15231748
PTHLH	01348	NP_945316.1	ARRB1	00146	NP_004032.2	in vivo	12220636
SNIP1	06999	NP_078976.2	SP100	06844	NP_001073860.1	yeast 2-hybrid	15231748
DCUN1D1	12067	NP_065691.2	LAPTM5	03280	NP_006753.1	yeast 2-hybrid	15231748
LAPTM5	03280	NP_006753.1	HEY1	04260	NP_001035798.1	yeast 2-hybrid	15231748
LAPTM5	03280	NP_006753.1	KRT7	01014	NP_005547.3	yeast 2-hybrid	15231748
LAPTM5	03280	NP_006753.1	ANKRD13A	12458	NP_149112.1	yeast 2-hybrid	15231748
LAPTM5	03280	NP_006753.1	EPN3	06272	NP_060427.2	yeast 2-hybrid	15231748
CAMK2D	09653	NP_001212.2	RPS18	01601	NP_072045.1	in vivo	12145273
LAPTM5	03280	NP_006753.1	UBA52	08931	NP_003324.1	yeast 2-hybrid	15231748
LAPTM5	03280	NP_006753.1	USP13	04666	NP_003931.2	yeast 2-hybrid	15231748
IPO11	10003	NP_001128251.1	RPL12	01603	NP_000967.1	in vivo	11809816
MAPK1	01496	NP_002736.3	ARRB1	00146	NP_004032.2	in vitro	10347142,9388255
LAPTM5	03280	NP_006753.1	TNFAIP3	01857	NP_006281.1	yeast 2-hybrid	15231748
LAPTM5	03280	NP_006753.1	WWP1	03811	NP_008944.1	yeast 2-hybrid	15231748
PDCD4	10549	NP_055271.2	RPS13	01604	NP_001008.1	in vitro;yeast 2-hybrid	12054647
LAPTM5	03280	NP_006753.1	RNF168	08190	NP_689830.2	yeast 2-hybrid	15231748
LBP	07175	NP_004130.2	RPS21	01605	NP_001015.1	in vitro;yeast 2-hybrid	10079194
VDAC2	01904	AAA60144.1	RPS3A	01606	NP_000997.1	in vitro	15047060
LAPTM5	03280	NP_006753.1	EPS15	08968	NP_001972.1	yeast 2-hybrid	15231748
LAPTM5	03280	NP_006753.1	EPN1	06270	NP_001123543.1	yeast 2-hybrid	15231748
LAPTM5	03280	NP_006753.1	HUWE1	06608	NP_113584.3	yeast 2-hybrid	15231748
PBX2	08890	NP_002577.2	RPL4	01607	NP_000959.2	yeast 2-hybrid	14667819
ARF6	02714	NP_001654.1	ARRB1	00146	NP_004032.2	in vitro;in vivo	11533043,11867621
LAPTM5	03280	NP_006753.1	EPN2	06271	NP_055779.2	yeast 2-hybrid	15231748
EXOSC10	16180	NP_001001998.1	RPE	01608	NP_008847.1	yeast 2-hybrid	15231747
LAPTM5	03280	NP_006753.1	NEDD4L	05903	NP_001138439.1	yeast 2-hybrid	15231748
STAU1	03422	NP_059347.2	RPLP0	01610	NP_444505.1	in vitro	15121898
LAPTM5	03280	NP_006753.1	TOM1L2	18213	NP_001076437.1	yeast 2-hybrid	15231748
SUMO2	04332	NP_008868.3	SAE1	18010	NP_005491.1	in vivo	16620772
SUMO2	04332	NP_008868.3	UBA2	11658	NP_005490.1	in vivo	16620772
RPLP2	01612	NP_000995.1	RPLP1	01611	NP_000994.1	yeast 2-hybrid	10856704
PDCD4	10549	NP_055271.2	RPLP1	01611	NP_000994.1	in vitro	12054647
RPLP2	01612	NP_000995.1	RPLP2	01612	NP_000995.1	yeast 2-hybrid	10856704
SLC9A5	02723	NP_004585.1	ARRB1	00146	NP_004032.2	in vivo	15699339
SUMO2	04332	NP_008868.3	CUL3	09123	NP_003581.1	in vivo	16620772
SUMO2	04332	NP_008868.3	CCNE2	04801	NP_477097.1	in vivo	16620772
SUMO2	04332	NP_008868.3	BLM	05211	NP_000048.1	in vivo	16620772
SUMO2	04332	NP_008868.3	TP53BP2	11803	NP_001026855.2	in vivo	16620772
UPF2	10405	NP_542166.1	RPS15	01613	NP_001009.1	yeast 2-hybrid	15231747
RIT1	10195	NP_008843.1	RLF	01614	NP_036553.2	yeast 2-hybrid	10545207
RIT2	15253	NP_002921.1	RLF	01614	NP_036553.2	in vitro	10545207
CREBBP	02534	NP_004371.2	DDX5	01615	NP_004387.1	in vitro;in vivo	12527917
SUMO2	04332	NP_008868.3	KALRN	06859	NP_001019831.2	in vivo	16620772
SUMO2	04332	NP_008868.3	JUN	01302	NP_002219.1	in vivo	16620772
ACTN3	02148	NP_001095.1	ACTN2	00019	NP_001094.1	in vitro;in vivo	10656685
AP2B1	03015	AAH06201.1	ARRB1	00146	NP_004032.2	in vitro;yeast 2-hybrid	11777907
SMAD3	04380	NP_005893.1	DDX5	01615	NP_004387.1	in vitro;in vivo;yeast 2-hybrid	15464984
SUMO3	03754	NP_008867.2	RANGAP1	03839	NP_002874.1	in vivo	16620772
AKAP8	05258	NP_005849.1	DDX5	01615	NP_004387.1	in vitro;in vivo;yeast 2-hybrid	11279182
SUMO3	03754	NP_008867.2	TDG	03251	NP_003202.3	in vivo	16620772
DDX17	10532	NP_001091974.1	DDX5	01615	NP_004387.1	in vivo;yeast 2-hybrid	10837141
DDX5	01615	NP_004387.1	CALM1	00241	NP_008819.1	in vitro	7525583
ARSF	02049	NP_004033.2	SNRNP70	01617	NP_003080.2	in vitro;yeast 2-hybrid	9685421
HTATSF1	02282	NP_055315.2	SNRNP70	01617	NP_003080.2	in vivo	11780068
HNRNPA2B1	02526	NP_112533.1	SNRNP70	01617	NP_003080.2	in vitro	1833625
SFRS1	02887	NP_008855.1	SNRNP70	01617	NP_003080.2	in vitro	9799243
DVL1	03220	NP_004412.2	ARRB1	00146	NP_004032.2	in vitro;in vivo	11742073
SFRS2	02888	NP_003007.2	SNRNP70	01617	NP_003080.2	in vitro	8261509
SIP1	03999	NP_003607.1	SNRNP70	01617	NP_003080.2	in vitro;yeast 2-hybrid	9447963
SNRPC	04630	NP_003084.1	SNRNP70	01617	NP_003080.2	in vitro;in vivo	9826776
SFRS2IP	04720	NP_004710.2	SNRNP70	01617	NP_003080.2	in vitro;yeast 2-hybrid	9447963
CTDP1	05377	NP_004706.3	SNRNP70	01617	NP_003080.2	in vivo	12560496
NUDT21	05400	NP_008937.1	SNRNP70	01617	NP_003080.2	in vitro	14561889
ZRANB2	09185	NP_976225.1	SNRNP70	01617	NP_003080.2	in vitro;in vivo;yeast 2-hybrid	11448987
DDX17	10532	NP_001091974.1	SNRNP70	01617	NP_003080.2	in vivo	12193588
SRPK1	15992	NP_003128.3	SNRNP70	01617	NP_003080.2	in vitro;in vivo	12417631
SUMO3	03754	NP_008867.2	CUL3	09123	NP_003581.1	in vivo	16620772
CCR5	03223	NP_000570.1	ARRB1	00146	NP_004032.2	in vitro	12065593
RYR2	01619	NP_001026.2	RYR1	01618	NP_000531.2	in vivo	12213830
FKBP1A	01741	NP_000792.1	RYR1	01618	NP_000531.2	in vitro	11237759,11171121,11279144,12704193
PRKACA	03382	NP_002721.1	RYR1	01618	NP_000531.2	in vitro	8380342,14532276
CAMK2G	03672	NP_751911.1	RYR1	01618	NP_000531.2	in vitro	8380342,14532276
TRDN	04474	NP_006064.2	RYR1	01618	NP_000531.2	in vitro;in vivo	11069905,10531621,10212196,9890886,9287354
HOMER2	07269	NP_955362.1	RYR1	01618	NP_000531.2	in vitro;in vivo	12223488
HOMER3	07270	NP_004829.3	RYR1	01618	NP_000531.2	in vitro;in vivo	12223488
PRKG1	08910	NP_006249.1	RYR1	01618	NP_000531.2	in vitro	8380342,14532276
HOMER1	09211	NP_004263.1	RYR1	01618	NP_000531.2	in vitro;in vivo	12223488,14660561,12810060
RYR3	01620	NP_001027.3	RYR2	01619	NP_001026.2	in vivo	12213830
RALGDS	03371	NP_006257.1	ARRB1	00146	NP_004032.2	in vitro;in vivo;yeast 2-hybrid	12105416
SRI	01680	NP_003121.1	RYR2	01619	NP_001026.2	in vivo	7592856
FKBP1B	02795	NP_004107.1	RYR2	01619	NP_001026.2	in vitro;in vivo;yeast 2-hybrid	12446682,12443530,10830164,11237759
PRKACA	03382	NP_002721.1	RYR2	01619	NP_001026.2	in vitro;in vivo	10830164
AKAP6	05257	NP_004265.3	RYR2	01619	NP_001026.2	in vivo	11352932
HOMER1	09211	NP_004263.1	RYR2	01619	NP_001026.2	in vitro;in vivo	12887973
FKBP1A	01741	NP_000792.1	RYR3	01620	NP_001027.3	in vitro;in vivo	11171121,11598113
AHCY	01621	NP_000678.1	AHCY	01621	NP_000678.1	in vitro	10933798
SUMO3	03754	NP_008867.2	CCNE2	04801	NP_477097.1	in vivo	16620772
SUMO3	03754	NP_008867.2	BLM	05211	NP_000048.1	in vivo	16620772
NSF	03380	NP_006169.2	ARRB1	00146	NP_004032.2	in vitro;in vivo;yeast 2-hybrid	10196135
SUMO3	03754	NP_008867.2	TP53BP2	11803	NP_001026855.2	in vivo	16620772
SUMO3	03754	NP_008867.2	KALRN	06859	NP_001019831.2	in vivo	16620772
ADCYAP1	02369	NP_001108.2	SCTR	01628	NP_002971.2	in vitro;in vivo	1335692
SCT	08354	NP_068739.1	SCTR	01628	NP_002971.2	in vitro;in vivo	8579602,9440501,7782300
CPAMD8	09892	NP_056507.2	SCTR	01628	NP_002971.2	in vitro;in vivo	1335692
CYTH1	01630	NP_004753.1	CYTH1	01630	NP_004753.1	in vitro	10212218
ITGB2	02506	NP_000202.2	CYTH1	01630	NP_004753.1	in vitro;yeast 2-hybrid	10835351,17321526
TRIM23	03449	NP_001647.1	CYTH1	01630	NP_004753.1	in vitro;in vivo;yeast 2-hybrid	10748148
ARFRP1	05264	NP_003215.1	CYTH1	01630	NP_004753.1	in vitro;yeast 2-hybrid	10092663
CYTIP	09192	NP_004279.3	CYTH1	01630	NP_004753.1	in vitro;yeast 2-hybrid	11867758,12606567
MAPK3	03479	NP_002737.2	ARRB1	00146	NP_004032.2	in vitro	10347142,9388255
SUMO3	03754	NP_008867.2	JUN	01302	NP_002219.1	in vivo	16620772
SPARC	01631	NP_003109.1	SPARC	01631	NP_003109.1	in vitro	3402455,2745554,9233787
THBS1	01765	NP_003237.2	SPARC	01631	NP_003109.1	in vitro	2745554
TGFB1	01821	NP_000651.3	SPARC	01631	NP_003109.1	in vitro;in vivo	15034927
TGM2	01825	NP_004604.2	SPARC	01631	NP_003109.1	in vitro	7730416
VEGFA	01889	NP_001020537.2	SPARC	01631	NP_003109.1	in vitro	9792673
CTSK	03064	NP_000387.1	SPARC	01631	NP_003109.1	in vitro	8647860
NEDD8	04412	NP_006147.1	NAE1	04545	NP_003896.1	in vivo	16620772
NEDD8	04412	NP_006147.1	CUL2	06786	NP_003582.2	in vivo	16620772
NEDD8	04412	NP_006147.1	CUL4B	02251	NP_003579.3	in vivo	16620772
